,Algorithm,params,mean_test_score
63,Random Forest Regressor,"{'max_depth': 3, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.676475674005153
64,Random Forest Regressor,"{'max_depth': 3, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",0.6772700094451756
65,Random Forest Regressor,"{'max_depth': 3, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",0.6769962450689075
66,Random Forest Regressor,"{'max_depth': 3, 'max_leaf_nodes': 4, 'min_samples_split': 3, 'n_estimators': 100, 'random_state': 42}",0.676475674005153
67,Random Forest Regressor,"{'max_depth': 3, 'max_leaf_nodes': 4, 'min_samples_split': 3, 'n_estimators': 500, 'random_state': 42}",0.6772700094451756
68,Random Forest Regressor,"{'max_depth': 3, 'max_leaf_nodes': 4, 'min_samples_split': 3, 'n_estimators': 1000, 'random_state': 42}",0.6769962450689075
69,Random Forest Regressor,"{'max_depth': 3, 'max_leaf_nodes': 4, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 42}",0.676475674005153
70,Random Forest Regressor,"{'max_depth': 3, 'max_leaf_nodes': 4, 'min_samples_split': 4, 'n_estimators': 500, 'random_state': 42}",0.6772700094451756
71,Random Forest Regressor,"{'max_depth': 3, 'max_leaf_nodes': 4, 'min_samples_split': 4, 'n_estimators': 1000, 'random_state': 42}",0.6769962450689075
72,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.734843592194121
73,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",0.7351361276797841
74,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",0.7348709509624678
75,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': None, 'min_samples_split': 3, 'n_estimators': 100, 'random_state': 42}",0.7348328636914647
76,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': None, 'min_samples_split': 3, 'n_estimators': 500, 'random_state': 42}",0.7351314302494105
77,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': None, 'min_samples_split': 3, 'n_estimators': 1000, 'random_state': 42}",0.7348659825302972
78,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': None, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 42}",0.7348328636914647
79,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': None, 'min_samples_split': 4, 'n_estimators': 500, 'random_state': 42}",0.7351262623865955
80,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': None, 'min_samples_split': 4, 'n_estimators': 1000, 'random_state': 42}",0.7348602791065988
81,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 2, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.5292043030803597
82,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 2, 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",0.5292105545485489
83,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 2, 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",0.5292109815475546
84,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 2, 'min_samples_split': 3, 'n_estimators': 100, 'random_state': 42}",0.5292043030803597
85,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 2, 'min_samples_split': 3, 'n_estimators': 500, 'random_state': 42}",0.5292105545485489
86,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 2, 'min_samples_split': 3, 'n_estimators': 1000, 'random_state': 42}",0.5292109815475546
87,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 2, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 42}",0.5292043030803597
88,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 2, 'min_samples_split': 4, 'n_estimators': 500, 'random_state': 42}",0.5292105545485489
89,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 2, 'min_samples_split': 4, 'n_estimators': 1000, 'random_state': 42}",0.5292109815475546
90,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 3, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.6499598834966459
91,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 3, 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",0.6499421540579696
92,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 3, 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",0.6498537955733198
93,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 3, 'min_samples_split': 3, 'n_estimators': 100, 'random_state': 42}",0.6499598834966459
94,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 3, 'min_samples_split': 3, 'n_estimators': 500, 'random_state': 42}",0.6499421540579696
95,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 3, 'min_samples_split': 3, 'n_estimators': 1000, 'random_state': 42}",0.6498537955733198
96,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 3, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 42}",0.6499598834966459
97,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 3, 'min_samples_split': 4, 'n_estimators': 500, 'random_state': 42}",0.6499421540579696
98,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 3, 'min_samples_split': 4, 'n_estimators': 1000, 'random_state': 42}",0.6498537955733198
99,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.676475674005153
100,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",0.6772700094451756
101,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",0.6769962450689075
102,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 4, 'min_samples_split': 3, 'n_estimators': 100, 'random_state': 42}",0.676475674005153
103,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 4, 'min_samples_split': 3, 'n_estimators': 500, 'random_state': 42}",0.6772700094451756
104,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 4, 'min_samples_split': 3, 'n_estimators': 1000, 'random_state': 42}",0.6769962450689075
105,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 4, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 42}",0.676475674005153
106,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 4, 'min_samples_split': 4, 'n_estimators': 500, 'random_state': 42}",0.6772700094451756
107,Random Forest Regressor,"{'max_depth': 4, 'max_leaf_nodes': 4, 'min_samples_split': 4, 'n_estimators': 1000, 'random_state': 42}",0.6769962450689075
108,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.7738588025298008
109,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",0.7738535996711
110,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",0.7736640342693647
111,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': None, 'min_samples_split': 3, 'n_estimators': 100, 'random_state': 42}",0.7738762526699265
112,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': None, 'min_samples_split': 3, 'n_estimators': 500, 'random_state': 42}",0.7738594662695287
113,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': None, 'min_samples_split': 3, 'n_estimators': 1000, 'random_state': 42}",0.7736685055262555
114,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': None, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 42}",0.7738689014213849
115,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': None, 'min_samples_split': 4, 'n_estimators': 500, 'random_state': 42}",0.7738481193549788
116,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': None, 'min_samples_split': 4, 'n_estimators': 1000, 'random_state': 42}",0.7736572894908823
117,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 2, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.5292043030803597
118,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 2, 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",0.5292105545485489
119,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 2, 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",0.5292109815475546
120,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 2, 'min_samples_split': 3, 'n_estimators': 100, 'random_state': 42}",0.5292043030803597
121,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 2, 'min_samples_split': 3, 'n_estimators': 500, 'random_state': 42}",0.5292105545485489
122,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 2, 'min_samples_split': 3, 'n_estimators': 1000, 'random_state': 42}",0.5292109815475546
123,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 2, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 42}",0.5292043030803597
124,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 2, 'min_samples_split': 4, 'n_estimators': 500, 'random_state': 42}",0.5292105545485489
125,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 2, 'min_samples_split': 4, 'n_estimators': 1000, 'random_state': 42}",0.5292109815475546
126,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 3, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.6499598834966459
127,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 3, 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",0.6499421540579696
128,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 3, 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",0.6498537955733198
129,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 3, 'min_samples_split': 3, 'n_estimators': 100, 'random_state': 42}",0.6499598834966459
130,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 3, 'min_samples_split': 3, 'n_estimators': 500, 'random_state': 42}",0.6499421540579696
131,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 3, 'min_samples_split': 3, 'n_estimators': 1000, 'random_state': 42}",0.6498537955733198
132,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 3, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 42}",0.6499598834966459
133,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 3, 'min_samples_split': 4, 'n_estimators': 500, 'random_state': 42}",0.6499421540579696
134,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 3, 'min_samples_split': 4, 'n_estimators': 1000, 'random_state': 42}",0.6498537955733198
135,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.676475674005153
136,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",0.6772700094451756
137,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 4, 'min_samples_split': 2, 'n_estimators': 1000, 'random_state': 42}",0.6769962450689075
138,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 4, 'min_samples_split': 3, 'n_estimators': 100, 'random_state': 42}",0.676475674005153
139,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 4, 'min_samples_split': 3, 'n_estimators': 500, 'random_state': 42}",0.6772700094451756
140,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 4, 'min_samples_split': 3, 'n_estimators': 1000, 'random_state': 42}",0.6769962450689075
141,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 4, 'min_samples_split': 4, 'n_estimators': 100, 'random_state': 42}",0.676475674005153
142,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 4, 'min_samples_split': 4, 'n_estimators': 500, 'random_state': 42}",0.6772700094451756
143,Random Forest Regressor,"{'max_depth': 5, 'max_leaf_nodes': 4, 'min_samples_split': 4, 'n_estimators': 1000, 'random_state': 42}",0.6769962450689075
